Temperature(°C),Pressure(bar),FlowRate(L/min),Vibration(mm/s),FillHeight(mm),PowerConsumption(kW),CO2_Level(ppm),Humidity(%),Label,ErrorCode
27.42609409,-6.707621169,178.9499286,0.358861,250.9899009,2.99323425,399.0459525,46.11178762,1,E002
42.57031123,2.159492263,147.8675279,0.231403947,245.6964587,3.565593415,373.2972212,45.26348184,0,E000
39.02134366,2.737025906,166.4899019,0.418846043,253.8164795,3.159141367,332.3316544,55.10971908,1,E007
40.26998151,2.318206796,120.6774119,0.230556887,245.9580536,3.195954034,431.9271028,56.6175616,1,E003
27.55426967,2.270942698,159.5914347,0.47166868,250.6507228,3.427140223,440.3001085,53.73827545,0,E000
37.44626595,-16.27948667,159.2728534,0.478989133,245.5224366,3.227398738,380.1263398,49.27452399,1,E002
32.70195457,2.220611953,155.9146281,0.598168605,250.2725515,2.957186122,445.24913,52.31160711,0,E000
37.67419487,2.382641155,164.5314558,0.525499318,245.2628477,-13.57832843,404.614447,54.77214132,1,E006
28.54020969,2.512667726,170.4064372,0.425837633,250.7240773,3.059450931,356.6797077,47.80211847,0,E000
38.01754738,2.656729485,168.2641652,0.292831431,254.8064822,2.828598716,444.0863548,59.18606939,0,E000
25.90892761,2.871204482,176.6568218,0.370757891,250.4488169,3.100833433,395.5915937,56.33564884,0,E000
25.92900825,2.615219438,163.4774603,0.540819366,249.050011,3.308125591,376.1752869,48.58072026,0,E000
29.1577251,2.629557697,143.2246162,0.459302782,254.9668328,3.349541933,377.2547648,53.38085112,0,E000
43.99599827,2.29221823,162.921688,0.379615104,252.8929065,3.198503739,416.2185886,59.56608688,0,E000
32.95755559,2.810672057,174.1461792,0.481179716,239.7587987,2.934847738,361.8096757,55.87706496,1,E005
29.86344382,2.713952633,172.1204753,0.529062987,253.3784138,3.239315212,414.6672753,50.38846711,0,E000
35.96663997,2.092911661,155.0999084,-12.84084531,251.611909,3.362788088,363.6755024,57.19421553,1,E004
35.11777358,2.761798191,159.9983597,0.396946819,252.2491275,3.230661098,434.9219145,52.72421027,0,E000
28.10187213,2.267996449,155.7270813,-8.21715436,253.0535767,3.310585797,406.5472132,48.38929066,1,E004
35.03032589,2.940679245,151.24199,0.51760578,246.8262513,2.901096114,393.5436129,55.21706549,0,E000
28.38985493,2.998347511,141.2185475,0.413329419,249.904491,3.566268244,431.4419197,53.94207093,0,E000
35.32600697,2.449739842,169.562679,0.586648888,245.2819134,3.131878085,395.2998101,58.47335278,0,E000
31.0814057,2.00855477,186.3114905,0.452301999,250.0407495,3.221351487,442.6712845,45.47422517,1,E003
39.16344177,2.835825928,169.172392,0.38088604,253.386218,3.468456568,390.6879063,51.01988166,0,E000
40.77194422,2.401778801,162.629798,0.434640695,253.1060385,2.903765006,435.2956114,56.90650211,0,E000
25.81550283,2.131728773,171.0819714,0.543143113,251.6046972,3.001778507,410.1548506,57.951647,0,E000
28.73134048,2.343167353,166.9535559,0.307198907,251.1416885,3.016770566,402.5102398,53.72262464,0,E000
30.15883255,2.160071635,156.272192,0.384142149,253.4253451,3.06953753,439.3443465,46.11496309,0,E000
37.63674424,2.654292552,150.1143247,0.242485531,246.4745392,2.867043327,388.9549164,55.26314506,0,E000
34.7074579,2.201083488,144.9769351,-6.863281672,254.9826898,2.839351192,394.1143599,51.78140284,1,E004
38.15690609,2.502631243,153.3915617,0.430774449,245.2198652,3.239983189,429.5140723,50.58506728,0,E000
28.22442575,2.764372662,142.6806615,0.287508683,254.7785369,3.52881256,378.126002,49.93705058,0,E000
39.9521876,2.761901813,143.7767559,0.237423763,250.9091609,3.358908472,381.1041705,56.45995574,0,E000
41.1832761,2.587004361,165.3965618,0.407699695,253.1979314,21.34611092,431.2132106,47.7406961,1,E006
42.20244794,2.163035337,175.1711822,0.335347146,249.1484685,3.071040936,371.5481983,51.51355045,0,E000
41.1240256,2.421828179,151.8914882,0.237206964,245.8591039,3.550211647,370.1699963,51.37962225,0,E000
44.14471223,2.486617092,166.9667216,0.529550945,249.7953645,-6.979821311,428.0825713,55.2929367,1,E006
26.41137495,2.849975371,150.8653273,0.481612581,247.7034859,3.185469803,424.9986984,56.96233467,0,E000
39.48764103,2.700737099,185.9167036,0.462195849,249.6692218,3.175643771,387.9022195,58.93606372,1,E003
27.13753846,2.428944333,157.3477733,0.517653825,250.5448911,2.912616366,393.7997748,56.21618731,0,E000
27.41133772,2.957789801,176.8973713,0.230993451,253.7656049,3.475767334,412.7732736,50.07720766,0,E000
32.67782443,2.259334897,144.1373646,0.2846027,252.7953168,3.191357214,355.8133791,47.48430089,0,E000
39.63179044,2.404527386,179.8293781,0.566166481,247.4218345,3.168308941,364.1059799,54.9761616,0,E000
35.25494284,2.930708012,169.4849986,0.42576117,253.8666976,18.3098071,374.6371333,50.92285448,1,E006
32.98005408,2.476843468,159.9251977,0.466562922,252.4441925,3.095910901,443.1266627,56.15651021,0,E000
32.61246587,2.218715613,162.112595,0.245136218,247.2012924,3.215111625,448.6913714,47.17849304,0,E000
33.65501738,2.356296716,155.6652782,0.521504278,253.8633166,2.998935027,433.639106,35.89269071,1,E008
43.10763953,2.276904487,142.0139811,0.303243057,248.8316447,3.242982585,424.8318801,47.58594215,0,E000
32.35068845,2.900960896,141.8060546,0.386954934,246.8583206,2.981520614,383.6964788,51.85341832,0,E000
35.45465659,2.716323388,174.5198733,0.495418421,253.0670781,3.223715622,437.4103796,58.10502983,0,E000
38.02465954,2.021913329,172.3307284,0.329409845,246.8345788,3.256551729,449.8611427,50.72161623,0,E000
26.82412206,2.967126615,172.228581,0.45856295,246.3156531,3.292171917,411.4770953,47.1048528,0,E000
28.35238433,2.74838435,142.8214255,0.232025361,249.0740527,3.09840568,433.6473192,48.20171822,0,E000
38.90658813,2.741107042,150.3639282,0.337639906,265.613967,3.408641337,395.2725427,56.90017242,1,E005
30.31756971,2.408234621,167.6830037,0.538372714,248.565755,2.986099557,468.8182265,47.74940045,1,E007
35.83801895,2.976013823,160.7424675,0.48907343,246.2305212,3.388813895,388.9626017,49.07226326,0,E000
31.02755748,2.541704812,145.3830507,0.257724817,245.6121666,3.356390767,416.1675061,55.17525944,0,E000
34.01888644,2.522278986,160.6531489,6.318877639,252.0989611,3.265760721,369.8108715,45.73588281,1,E004
33.55546267,2.432816002,159.3521016,0.41080305,250.4359557,3.069790201,380.0030481,55.62930601,0,E000
42.46318575,2.205538471,141.630931,0.468908603,248.4515746,2.814071933,375.1374007,30.74742435,1,E008
38.60456485,2.980368741,153.9532763,0.245896783,254.6381766,2.995962807,400.6371674,55.40452261,0,E000
29.01867377,2.803002072,150.356171,0.334943631,246.1687876,3.194428097,383.9714544,57.46702148,0,E000
30.78099466,-8.143339944,153.0671242,0.297163869,251.0886709,3.520324255,380.7082413,47.80041446,1,E002
44.33309638,2.147452527,157.1994086,0.3030528,245.2034108,2.883071509,417.7081972,45.22365396,0,E000
41.30922857,2.955334687,167.9855828,0.213772523,248.4022299,3.014863683,358.8632975,54.33890695,0,E000
36.03813678,2.669200263,178.9876238,0.282352795,249.9629513,2.832628011,405.7764759,45.23122749,0,E000
44.88278722,2.483989368,141.659893,0.235735961,252.7540951,2.88202763,406.9704632,52.00487181,0,E000
25.91484068,2.151595075,157.0986611,0.547239264,246.1680411,3.141524257,428.786472,58.60113559,0,E000
42.24876287,-9.448377903,168.7761805,0.423964674,254.9317108,3.140082241,367.5943277,52.07902579,1,E002
33.06965732,2.571772352,174.736381,0.251942805,252.6046461,3.560475173,414.6535099,47.24510197,0,E000
29.6442539,2.44044135,176.7359017,0.549413706,246.668297,3.194017483,383.9493915,50.18094993,0,E000
36.93685698,2.515861903,160.2278698,0.342623568,250.1821832,2.884764729,353.0786569,48.07886295,0,E000
25.62858371,2.956501398,151.460782,0.32179617,247.2971628,3.134690431,441.123431,54.81459482,0,E000
41.45074486,2.858341677,152.3387313,0.556332859,247.9757072,3.262583829,403.8079543,48.25886101,0,E000
37.08481928,2.339165591,151.9356369,0.216553678,245.3260177,3.022955883,463.3455724,52.41041239,1,E007
18.07147841,2.496097106,158.4382206,0.483356342,245.8971138,3.315884245,411.6369931,48.50429398,1,E001
43.02316021,2.938304818,177.3721646,0.222040614,250.0407008,3.357205747,379.7847348,48.08444213,0,E000
44.60065151,2.361853093,172.2259522,0.397748324,246.7478672,3.175876348,400.2402793,57.79667084,0,E000
35.06272517,2.458300642,175.8225139,0.315891193,252.6997362,3.536091051,393.5389396,55.01790333,0,E000
37.01193407,2.124817669,171.8638497,0.456698577,253.7472651,10.28170473,388.1070676,56.61840375,1,E006
39.6173495,2.38798676,168.5887533,0.398697371,245.5638185,2.901999781,377.4908337,54.45632622,0,E000
43.51137026,2.439149817,161.6549768,0.511193989,251.247954,3.385420876,437.6918932,56.95888538,0,E000
26.53207233,2.705906669,155.7465366,0.309067196,229.2025453,3.467047447,389.5040536,53.46326966,1,E005
40.44489539,2.459446768,140.7657947,0.370202264,250.030726,3.114536348,388.4194185,46.42479967,0,E000
35.99059072,2.576702399,141.5969013,0.410726866,248.1610489,2.98735554,362.1618157,59.08836204,0,E000
43.61897391,2.649322325,147.6806434,0.485205717,253.5985449,3.079579296,410.8687528,55.86947005,0,E000
32.42077526,2.346524168,141.5583139,0.393685256,254.2106949,3.094126437,444.5050553,47.5466541,0,E000
37.74859803,2.2495462,173.9243694,0.299052657,251.1340185,3.593612776,381.8009705,56.44029256,0,E000
26.46993495,2.957581015,178.1361152,0.31957046,248.9499027,2.867416447,439.9759615,46.7137268,0,E000
43.85463548,2.711722806,150.4464973,0.478972647,246.504955,3.208170333,408.7669051,58.63039149,0,E000
40.83158087,2.803603535,154.0327644,0.533729918,254.4607562,3.221656751,385.764055,51.47554468,0,E000
25.81737233,2.338860649,146.4546943,0.316899583,247.4990172,3.10255708,359.6951393,57.6011574,0,E000
28.70265858,2.521296048,144.9313512,0.341011697,245.3782014,3.213331408,372.7149089,58.29443617,0,E000
28.42283299,16.27381491,179.3784383,0.487527617,245.8439075,3.115968342,401.7275403,57.58520405,1,E002
31.62786175,2.980000416,152.7878275,0.497674443,250.319818,3.286809874,389.3480551,73.57523489,1,E008
33.92011546,2.772921482,145.0777766,0.549759213,247.6347345,2.9717881,444.1140335,45.16448874,0,E000
40.54293832,2.335208047,156.7066798,0.304019216,253.5339573,3.019635668,443.6687927,54.84224572,0,E000
25.610005,2.765512899,173.0743424,0.255780094,245.9093545,3.516649681,374.647791,53.89906639,0,E000
26.5395982,2.09839565,142.4957627,0.272263017,249.8306625,3.501991393,380.9481579,59.68872418,0,E000
42.67517057,2.199340534,191.1983402,0.205716308,252.3253283,3.277087807,384.4171883,49.22318901,1,E003
27.78712148,2.632711879,151.2133901,0.449255141,250.2745646,3.458310455,427.5654635,50.28713162,0,E000
41.04393962,2.476018129,166.7104237,0.252141252,246.7965122,3.519927635,389.7953056,46.50047507,0,E000
44.38605071,2.694150574,162.2816205,0.564727428,252.5838477,3.315016486,368.8199982,52.909487,0,E000
25.19541695,2.817128142,151.9308982,0.298662579,246.0551365,3.550309581,407.6760847,47.80717547,0,E000
28.62466132,2.023352096,161.0188123,0.378354648,250.0580922,3.271413871,409.4916021,57.89465866,0,E000
30.33319317,2.98486594,176.4454308,0.211597098,252.7072862,2.888267819,352.7485195,35.95981181,1,E008
31.75990314,2.80264331,145.0194519,0.40180117,252.6510659,3.486311348,419.467173,58.35471684,0,E000
34.24011607,2.588731522,167.7368851,0.52032724,250.218623,3.123287878,437.0055193,55.24135387,0,E000
35.04362283,2.645764951,148.3831393,0.366936134,253.6241754,-8.058615664,381.8076544,47.26665277,1,E006
43.85819408,2.811769788,149.3002397,0.401854915,254.4762366,3.031354522,366.6414284,58.15271661,0,E000
29.36507776,2.445541639,163.7512253,0.279076121,251.4722228,2.840683175,431.6745279,47.52611924,0,E000
28.00833782,2.11258039,172.2172017,0.27699726,254.4891622,3.327154235,374.232573,50.50000767,0,E000
44.4211649,2.457995759,169.1462514,0.599784272,252.2757932,3.337395872,441.5176337,59.09221332,0,E000
28.25868854,2.945698147,167.6422325,0.364457735,253.9022067,3.351856857,408.3386232,53.02610625,0,E000
33.42849101,2.000134693,173.1375468,0.262881553,245.4916083,2.933707452,423.4124544,57.2562742,0,E000
43.80917169,2.058550929,149.5258661,0.524273428,252.8397185,3.279490841,419.3741299,54.0205144,0,E000
55.7581243,2.471842975,174.7540301,0.365939188,250.3465957,2.816155938,365.8598006,54.62529762,1,E001
38.3897391,2.661684288,148.4698345,0.366042871,245.4795773,2.937355195,401.5546994,53.24504504,0,E000
26.82573354,2.983521473,142.1106103,0.385594167,252.9466289,3.589131215,436.8757231,55.79495888,0,E000
37.51782753,2.140802949,155.9733032,0.550373209,249.6468947,3.175248272,392.5868561,56.33522666,0,E000
40.72690029,2.049979029,146.4583134,0.437398566,245.5404763,3.01940948,376.2484455,47.75608389,0,E000
42.68412927,2.117203906,166.9502492,0.271332605,250.4840094,3.127878138,371.5609063,47.57955603,0,E000
25.28786977,2.463932487,157.8685811,0.47074891,251.7130442,3.376332855,445.3111085,46.66971482,0,E000
40.64770968,2.409671053,172.5753568,0.368099841,251.9603141,2.90870892,352.1163814,52.14724812,0,E000
28.69042039,2.907611003,156.4521589,0.241864176,246.9623428,3.511304429,399.4042867,45.81809491,0,E000
38.43401369,2.995437516,155.7241563,0.33984576,249.8932275,3.00546526,402.6642264,48.47952678,0,E000
36.25862463,2.35207648,164.2425878,0.235654672,245.0958602,-8.313144069,372.8077594,47.36006559,1,E006
31.46405864,2.656478607,145.1871591,0.202941218,249.7517087,3.4471822,428.6367386,53.15315872,0,E000
34.58363755,2.503132473,159.3544088,0.43855744,247.5903514,3.066329677,399.5509177,54.88252051,0,E000
25.56010639,2.931788543,160.9194923,-9.937499895,245.7684946,3.114355551,416.9926342,52.04834862,1,E004
32.76339852,2.062273106,144.7956437,0.520055033,252.2988912,3.204593839,361.7860109,59.72590826,0,E000
34.01088271,2.078969162,146.8374561,0.206999286,251.5423578,3.388574389,372.4750038,47.72246442,0,E000
40.98820798,2.874222525,155.6764225,0.587330784,249.4668872,3.222217767,425.7509823,59.84347212,0,E000
25.73099336,2.522576599,179.9099756,0.323567089,252.1632534,3.468388925,409.9379222,50.5997311,0,E000
41.29650227,2.051835799,165.9498846,0.576276075,252.7041179,3.226871784,383.522318,57.83004195,0,E000
33.20793654,2.672966622,167.3012984,0.211248603,248.9825023,3.019131897,441.0221701,53.91710782,0,E000
31.38627275,2.140711528,167.6804502,0.253313703,249.5631682,3.385832454,403.6554671,54.21721512,0,E000
37.58797276,2.305310677,160.0970915,0.215979189,250.7031251,3.403898023,397.5926697,49.69418426,0,E000
35.46195688,2.512654753,149.2552255,0.375652264,251.0601383,3.066254689,378.5277997,58.51301842,0,E000
31.45912946,2.776710557,151.0985872,0.377375641,247.4474508,3.414288739,401.2882603,53.72008825,0,E000
25.13904261,2.798714192,178.7104586,0.260697165,251.9807055,3.026768919,399.134909,51.71837017,0,E000
25.60633209,2.764556633,194.2913233,0.499489454,250.22706,3.294682703,389.4571698,56.87811398,1,E003
36.81666521,2.729508229,140.7662194,0.545372631,245.8579428,3.33454453,382.1846635,51.50676603,0,E000
25.36465165,2.693949591,147.81832,0.214536299,251.0510162,3.06612528,390.8843662,47.11217793,0,E000
35.38119582,2.350520534,143.5253772,0.527185398,247.0928776,2.978082909,361.4786279,58.94977175,0,E000
44.82830092,18.61970752,142.4539023,0.561724149,252.9005531,2.983220063,389.2248181,49.02947327,1,E002
40.50265647,2.215201872,166.9914521,0.280717979,254.3149039,2.872829052,375.2911806,46.97356068,0,E000
37.27412964,-10.62866883,143.2983231,0.494378881,250.4650171,3.56285883,368.3135372,54.09050179,1,E002
30.83325157,2.496258753,167.8809666,0.532081154,250.7066458,2.944339058,435.7587676,55.39212591,0,E000
34.4413389,2.299565678,158.069579,0.347490062,251.6938542,2.930121775,443.7144967,58.11864715,0,E000
34.25245913,2.970676545,144.424144,0.208414761,252.0352834,3.593275389,362.151117,46.5049658,0,E000
39.12951453,2.871414034,179.3095816,0.542780052,250.8475681,3.544280942,449.9335123,47.78852567,0,E000
44.67955296,2.75424826,165.8290017,0.386673262,250.2443635,2.948932029,350.7759648,55.55011432,0,E000
25.67064869,2.62066048,164.2854112,0.487227264,250.0030516,3.448576538,439.1455065,51.68774451,0,E000
29.90698219,2.215740679,170.5476908,0.39677121,248.915371,3.388514128,433.4798493,52.80134906,0,E000
37.99265798,2.391525698,171.8370555,0.257125722,248.5640474,3.506679761,391.8264081,56.83426345,0,E000
33.36981529,2.038428919,157.3528584,0.469395925,226.9138548,3.066050362,363.2682047,57.17338036,1,E005
39.51911358,2.61598545,149.193069,0.387088246,251.6703686,3.570296395,400.5332033,47.6581407,0,E000
38.27074744,2.766115933,155.837489,0.293730026,248.3269018,3.233205026,419.5640216,53.74082214,0,E000
40.22047982,2.759005283,168.2016363,0.367083427,249.509865,3.012295786,398.4213066,46.68409137,0,E000
29.94206468,2.285758325,153.8006736,0.595348227,247.8998739,3.309098165,418.5854492,51.40353131,0,E000
34.06569293,2.247176969,150.3592871,0.550230547,250.1513767,3.383401579,353.5710949,32.81245979,1,E008
33.898001,2.169001346,158.440394,10.56427878,250.1025782,2.904171303,395.2188105,46.36163728,1,E004
31.54514747,9.862402798,160.2819064,0.207492117,248.9160188,2.859874257,397.514718,51.3252247,1,E002
43.10701284,2.258620835,157.3537569,0.543329176,249.5825331,3.252445987,393.4071082,50.44869268,0,E000
30.69259824,2.446057226,152.4836766,0.307421642,249.314057,3.103001159,467.197268,49.4563298,1,E007
42.29444753,2.299919112,144.8155032,0.236541297,250.7349176,3.140444702,413.4000767,54.6887479,0,E000
44.09730561,2.418793319,154.9003573,0.377885111,249.1002379,3.502824599,391.2763073,56.77161482,0,E000
35.78982585,2.365680748,174.9722934,0.386549838,250.6831915,2.949386395,373.0966348,49.23938409,0,E000
42.54944027,2.909220206,173.062043,0.490807411,252.7122482,3.05572165,405.3836083,51.2678428,0,E000
41.56109946,2.671987871,178.8291266,0.301916942,249.8578411,3.200992382,336.148599,51.64928979,1,E007
41.30858988,2.918368315,171.1103302,0.590646288,247.1632897,2.91263993,467.4355642,45.59758636,1,E007
30.95700023,2.949799353,146.0666784,-11.27423276,253.2832297,3.178736905,432.9286678,55.94530209,1,E004
38.58204638,2.361919991,162.5692727,0.591982179,247.5602117,3.125731439,438.9092398,55.19809311,0,E000
35.79970759,2.476335733,152.503921,0.46109125,246.5374931,3.263974256,395.0124273,54.38096445,0,E000
41.59483607,2.644149221,173.0536324,0.264344117,248.0123129,3.103920418,427.1484875,47.24455082,0,E000
35.52805322,2.732699051,163.8420046,0.354221001,252.3110298,3.276824129,387.5648735,49.70212935,0,E000
28.9158227,2.164706353,146.5762212,0.537945634,247.6241608,3.319264482,442.8522075,54.15964126,0,E000
35.59301157,2.726461715,145.0400811,0.238677824,246.5737158,2.978360007,436.8323964,54.18224732,0,E000
26.91429111,2.821388363,157.8690587,0.543497987,248.8813308,3.019308934,380.6006105,45.40155879,0,E000
38.87896889,2.275767568,156.1081488,0.281702587,251.7177927,3.134375635,419.2613443,55.9323327,0,E000
26.94352988,2.785651618,176.4242287,0.399333211,254.1082422,3.193500768,402.3993167,47.30961527,0,E000
26.28417874,2.274071589,147.5678317,0.578006838,249.8064803,2.957922987,440.5088123,58.72317571,0,E000
38.89963772,2.38051771,154.5193136,0.465604891,249.3558916,3.41282072,355.8590888,52.9817979,0,E000
33.03861827,2.890141137,145.5994951,0.489332122,247.3134871,3.203803459,387.6835561,58.39708078,0,E000
30.86223758,2.322832389,142.6376355,0.446018979,265.2938434,2.992196446,445.6611854,56.17608922,1,E005
35.93420559,2.760289823,163.7263288,0.449402124,250.9901104,3.110497165,448.4164959,53.23733536,0,E000
42.85343422,2.511129139,143.2074703,0.584935223,245.3105688,3.125738991,360.4075956,57.37420394,0,E000
39.26699172,2.25760722,166.850833,0.528588501,247.8622431,2.995693019,372.8942336,47.87831325,0,E000
25.48801563,2.14696271,171.9663188,0.394949923,249.9401167,2.826750388,385.1143691,48.23888401,0,E000
57.47936695,2.608491087,175.9109627,0.360580403,248.8512507,2.802839193,411.3426262,45.44657861,1,E001
35.23354884,2.603795453,143.2491854,0.462328307,246.9344723,3.216652469,386.3392479,45.80545782,0,E000
41.1488031,2.205687262,149.1746311,0.319971759,254.3441079,3.596810227,405.2841796,51.00328643,0,E000
32.51165905,2.458186887,170.9108568,0.304339698,249.3276708,3.047088719,426.9485387,53.24982624,0,E000
38.83790395,2.876650762,145.7200449,0.446027902,253.0590584,3.031598292,428.5202868,55.84143049,0,E000
35.05274186,2.561484588,146.0819427,0.326582852,247.8428829,3.394666331,358.2927153,49.08796754,0,E000
26.91070628,2.560678295,168.6050008,0.497776867,252.8986462,3.401723914,355.2185058,57.65160665,0,E000
26.76985004,2.959576644,160.0143778,0.273617909,251.2795874,2.853674986,408.7885692,55.17695324,0,E000
28.4640374,2.523390911,170.2819246,0.253511258,252.7467294,2.993542182,423.795312,57.83403941,0,E000
44.28291592,-14.98056861,148.4258239,0.418229739,246.7984815,3.077917889,443.1358367,47.1913605,1,E002
28.85043282,2.45660382,132.6609504,0.512577842,252.6216656,3.431784233,442.1540943,46.78606501,1,E003
36.6678359,2.483407436,145.1330345,0.426340715,249.1744828,3.288757221,353.7782968,54.59425099,0,E000
37.86576437,2.512502649,169.3970339,0.296663568,249.109329,3.453681706,445.8251172,51.16563848,0,E000
42.54921725,2.012103117,175.8629863,0.346620475,246.2126489,3.550999911,395.4960317,53.10098573,0,E000
37.65243786,2.207075809,171.2756365,0.504875004,251.88293,3.050420284,410.5071485,52.25986125,0,E000
40.05897199,2.151482113,156.0235743,0.393126998,248.5568739,3.057690077,418.6419894,29.35913882,1,E008
34.91871669,2.809181298,129.1625931,0.502349344,245.7298374,3.492135327,393.0202696,53.71939463,1,E003
37.21961978,2.692073647,154.2792972,0.300476802,247.8192955,3.158099098,431.020585,45.28847555,0,E000
34.85035388,2.603487667,154.0487755,0.321287914,250.8676791,3.163333976,397.1937366,46.70331816,0,E000
36.90155861,2.367785988,155.311364,0.329258087,248.4104787,3.583084812,410.0218611,54.34886265,0,E000
37.45780952,2.057054721,177.3282035,0.357791756,247.3663313,2.901236249,379.8041698,49.39253434,0,E000
38.53026772,2.064006347,177.5225656,0.221174374,254.8102949,3.405363928,449.8750034,59.9607169,0,E000
28.62876695,2.616300486,170.4869835,0.234160994,249.6261927,3.250169235,421.4054331,57.83124232,0,E000
38.66496057,2.454345423,144.3473016,0.376826485,252.9780237,3.152118758,431.4792002,52.52554476,0,E000
37.06897187,2.354424949,155.4722897,0.499599607,252.7132314,2.899691366,376.1127144,45.82430181,0,E000
30.19607162,2.419447994,170.3216168,0.419764733,254.0584939,2.927930596,393.3074505,53.16355136,0,E000
40.22055805,2.591130303,179.0624409,0.537472212,252.3170527,3.205915275,372.7800756,57.59056295,0,E000
16.48906261,2.830116911,167.1820745,0.294468793,248.7699383,3.205369411,402.8140057,58.33091593,1,E001
36.63920708,2.908997994,155.441242,0.570631567,251.5195434,21.10208153,418.7582443,50.34158849,1,E006
25.44938617,2.964078416,178.0213128,0.305078191,246.3972057,3.421748728,422.246131,47.93547809,0,E000
30.17559963,2.416153998,179.2447163,0.362566615,254.0944366,3.118443873,376.6703431,58.86918798,0,E000
39.7280403,2.434020973,147.6051507,0.203987694,248.7725199,3.246707582,430.5636925,57.53043531,0,E000
36.00672996,2.786130422,132.2413192,0.221566674,250.7331374,3.350879617,382.6149717,54.20376277,1,E003
36.14690129,2.888592495,132.996626,0.39570889,252.467216,2.887887806,392.4683492,45.26677712,1,E003
40.67306025,2.384511328,161.7679465,0.314454017,251.3326892,3.401343814,419.8313324,55.20320056,0,E000
43.00836114,2.800070969,162.7090927,0.215744752,247.399489,3.01104486,414.6401737,47.05589525,0,E000
41.74026657,2.240398913,140.805514,0.26959096,245.6326267,2.929516488,350.4373982,51.11002381,0,E000
38.45204236,2.58444891,154.0930822,0.586931245,245.2442688,2.809743868,393.4980198,49.62631633,0,E000
43.94497155,2.821636898,166.2563841,0.230111487,245.470612,3.491148646,357.4159106,57.1804994,0,E000
30.04873889,2.051135381,154.4189802,0.569492558,251.657844,3.56047361,402.4257928,47.83525601,0,E000
5.301225219,2.406567575,160.6937282,0.277921632,251.1091858,3.448495893,408.5892346,56.82052569,1,E001
25.66406218,2.718453947,161.7702935,0.311906772,245.5204584,3.201705313,426.1110588,59.32361863,0,E000
34.63513818,2.895743445,147.5268638,-10.74182948,250.8622071,3.535403397,389.4539208,46.03729261,1,E004
14.05154425,2.111216575,141.2736698,0.462717602,251.1024898,3.366687149,416.038644,46.71442022,1,E001
27.02245352,2.527399622,155.384443,0.518004615,250.4387792,3.334081371,386.8310382,59.34845893,0,E000
44.73773873,2.394476279,146.7891371,0.507624453,254.5797935,3.019530105,395.1336725,56.27698417,0,E000
34.93533718,2.882559877,173.563988,0.323747425,253.5253874,3.197618918,422.8104492,46.40587299,0,E000
34.90982632,2.019327631,162.314947,0.383105845,249.8921625,3.299002707,449.0191789,46.25927492,0,E000
40.75666376,2.658357092,160.5701712,0.235871303,262.3305553,3.131506535,412.9113143,56.73343501,1,E005
40.89622607,2.579983787,170.0106306,0.303516963,251.6670886,2.94087143,365.2750432,54.20085642,0,E000
60.32786603,2.658425544,164.1317472,0.36544674,248.7330498,3.251667247,356.3703102,58.13729763,1,E001
39.53052387,2.912602522,169.2212808,0.531477977,252.4595462,15.00449591,440.2117309,54.76452858,1,E006
27.13961278,2.204680109,148.3876111,0.345826571,252.5746905,2.855000762,396.6967409,54.80341088,0,E000
43.48792391,2.780376124,163.974389,0.20156735,249.1185228,3.551286959,426.4847893,51.39584842,0,E000
